DATE	VALUE	
12-3-2018	0.832127
13-3-2018	0.798451
14-3-2018	0.789569
15-3-2018	0.702913
16-3-2018	0.699063
17-3-2018	0.687745
18-3-2018	0.634466
19-3-2018	0.672126
20-3-2018	0.736759
21-3-2018	0.713055
22-3-2018	0.693145
23-3-2018	0.663111
24-3-2018	0.646214
25-3-2018	0.638632
26-3-2018	0.642683
27-3-2018	0.599026
28-3-2018	0.577511
29-3-2018	0.577767
30-3-2018	0.513268
31-3-2018	0.510617
1-4-2018	0.513854
2-4-2018	0.486067
3-4-2018	0.501533
4-4-2018	0.554569
5-4-2018	0.50195
6-4-2018	0.494781
7-4-2018	0.476851
8-4-2018	0.488227
9-4-2018	0.501201
10-4-2018	0.492134
11-4-2018	0.492568
12-4-2018	0.538657
13-4-2018	0.630093
14-4-2018	0.63738
15-4-2018	0.634883
16-4-2018	0.682296
17-4-2018	0.66489
18-4-2018	0.657052
19-4-2018	0.712059
20-4-2018	0.791172
21-4-2018	0.925021
22-4-2018	0.86682
23-4-2018	0.866578
24-4-2018	0.876012
25-4-2018	0.932771
26-4-2018	0.801774
27-4-2018	0.851139
28-4-2018	0.812063
29-4-2018	0.864399
30-4-2018	0.871404
1-5-2018	0.838355
2-5-2018	0.839355
3-5-2018	0.85898
4-5-2018	0.881536
5-5-2018	0.895562
6-5-2018	0.904235
7-5-2018	0.871214
8-5-2018	0.833086
9-5-2018	0.813393
10-5-2018	0.803212
11-5-2018	0.756578
12-5-2018	0.685772
13-5-2018	0.698085
14-5-2018	0.744701
15-5-2018	0.738938
16-5-2018	0.69592
17-5-2018	0.713388
18-5-2018	0.6654
19-5-2018	0.680759
20-5-2018	0.677258
21-5-2018	0.700441
22-5-2018	0.682151
23-5-2018	0.648634
24-5-2018	0.599207
25-5-2018	0.632924
26-5-2018	0.610118
27-5-2018	0.61204
28-5-2018	0.608368
29-5-2018	0.556084
30-5-2018	0.603769
31-5-2018	0.603452
1-6-2018	0.612893
2-6-2018	0.623462
3-6-2018	0.643412
4-6-2018	0.692466
5-6-2018	0.661898
6-6-2018	0.677901
7-6-2018	0.675313
8-6-2018	0.677586
9-6-2018	0.674778
10-6-2018	0.659514
11-6-2018	0.586198
12-6-2018	0.602136
13-6-2018	0.562845
14-6-2018	0.535435
15-6-2018	0.560062
16-6-2018	0.537106
17-6-2018	0.535536
18-6-2018	0.52882
19-6-2018	0.538614
20-6-2018	0.549738
21-6-2018	0.539228
22-6-2018	0.535091
23-6-2018	0.487309
24-6-2018	0.491773
25-6-2018	0.477106
26-6-2018	0.482381
27-6-2018	0.455551
28-6-2018	0.47033
29-6-2018	0.448354
30-6-2018	0.454112
1-7-2018	0.465944
2-7-2018	0.461606
3-7-2018	0.486259
4-7-2018	0.485584
5-7-2018	0.490422
6-7-2018	0.480579
7-7-2018	0.478617
8-7-2018	0.492319
9-7-2018	0.477291
10-7-2018	0.473855
11-7-2018	0.445127
12-7-2018	0.449882
13-7-2018	0.436514
14-7-2018	0.438561
15-7-2018	0.439095
16-7-2018	0.446413
17-7-2018	0.481301
18-7-2018	0.505118
19-7-2018	0.487577
20-7-2018	0.476485
21-7-2018	0.446219
22-7-2018	0.455002
23-7-2018	0.449121
24-7-2018	0.445559
25-7-2018	0.455842
26-7-2018	0.459447
27-7-2018	0.449623
28-7-2018	0.454599
29-7-2018	0.456606
30-7-2018	0.453469
31-7-2018	0.445892
1-8-2018	0.435562
2-8-2018	0.447016
3-8-2018	0.430397
4-8-2018	0.441039
5-8-2018	0.42858
6-8-2018	0.433886
7-8-2018	0.413776
8-8-2018	0.380875
9-8-2018	0.333771
10-8-2018	0.346167
11-8-2018	0.321122
12-8-2018	0.300604
13-8-2018	0.297572
14-8-2018	0.278738
15-8-2018	0.276797
16-8-2018	0.282034
17-8-2018	0.292808
18-8-2018	0.363027
19-8-2018	0.327363
20-8-2018	0.344451
21-8-2018	0.318219
22-8-2018	0.334434
23-8-2018	0.319573
24-8-2018	0.32739
25-8-2018	0.32765
26-8-2018	0.328162
27-8-2018	0.323643
28-8-2018	0.337527
29-8-2018	0.350833
30-8-2018	0.344546
31-8-2018	0.335474
1-9-2018	0.335313
2-9-2018	0.347323
3-9-2018	0.343137
4-9-2018	0.335184
5-9-2018	0.331465
6-9-2018	0.2835
7-9-2018	0.301431
8-9-2018	0.291119
9-9-2018	0.278661
10-9-2018	0.280237
11-9-2018	0.270167
12-9-2018	0.263166
13-9-2018	0.270783
14-9-2018	0.281184
15-9-2018	0.277006
16-9-2018	0.281723
17-9-2018	0.281545
18-9-2018	0.271452
19-9-2018	0.320324
20-9-2018	0.326441
21-9-2018	0.452836
22-9-2018	0.565468
23-9-2018	0.57522
24-9-2018	0.570614
25-9-2018	0.487622
26-9-2018	0.520288
27-9-2018	0.516478
28-9-2018	0.54303
29-9-2018	0.539412
30-9-2018	0.568045
1-10-2018	0.583511
2-10-2018	0.577145
3-10-2018	0.51722
4-10-2018	0.528892
5-10-2018	0.52753
6-10-2018	0.519354
7-10-2018	0.490268
8-10-2018	0.484018
9-10-2018	0.490604
10-10-2018	0.479151
11-10-2018	0.461497
12-10-2018	0.379313
13-10-2018	0.416294
14-10-2018	0.418573
15-10-2018	0.401654
16-10-2018	0.448066
17-10-2018	0.469701
18-10-2018	0.467653
19-10-2018	0.457344
20-10-2018	0.453936
21-10-2018	0.458863
22-10-2018	0.456089
23-10-2018	0.45307
24-10-2018	0.461505
25-10-2018	0.45578
26-10-2018	0.456961
27-10-2018	0.459176
28-10-2018	0.457169
29-10-2018	0.461598
30-10-2018	0.441968
31-10-2018	0.445268
1-11-2018	0.44862
2-11-2018	0.456506
3-11-2018	0.458899
4-11-2018	0.455225
5-11-2018	0.461444
6-11-2018	0.497102
7-11-2018	0.549319
8-11-2018	0.53664
9-11-2018	0.492847
10-11-2018	0.5003
11-11-2018	0.506895
12-11-2018	0.507833
13-11-2018	0.516663
14-11-2018	0.508372
15-11-2018	0.472378
16-11-2018	0.479232
17-11-2018	0.472323
18-11-2018	0.493419
19-11-2018	0.510127
20-11-2018	0.480279
21-11-2018	0.436492
22-11-2018	0.447948
23-11-2018	0.425209
24-11-2018	0.407844
25-11-2018	0.374511
26-11-2018	0.375553
27-11-2018	0.353977
28-11-2018	0.360313
29-11-2018	0.391862
30-11-2018	0.380538
1-12-2018	0.362557
2-12-2018	0.372162
3-12-2018	0.368598
4-12-2018	0.348534
5-12-2018	0.352353
6-12-2018	0.337083
7-12-2018	0.310837
8-12-2018	0.30244
9-12-2018	0.306451
10-12-2018	0.313485
11-12-2018	0.3031
12-12-2018	0.300671
13-12-2018	0.30766
14-12-2018	0.299972
15-12-2018	0.288699
16-12-2018	0.285911
17-12-2018	0.288101
18-12-2018	0.329022
19-12-2018	0.35506
20-12-2018	0.347361
21-12-2018	0.376756
22-12-2018	0.358885
23-12-2018	0.363045
24-12-2018	0.372398
25-12-2018	0.408439
26-12-2018	0.379991
27-12-2018	0.379106
28-12-2018	0.341807
29-12-2018	0.378346
30-12-2018	0.365248
31-12-2018	0.371051
1-1-2019	0.352512
2-1-2019	0.365675
3-1-2019	0.374505
4-1-2019	0.359753
5-1-2019	0.356347
6-1-2019	0.35475
7-1-2019	0.368854
8-1-2019	0.36442
9-1-2019	0.365886
10-1-2019	0.371464
11-1-2019	0.331284
12-1-2019	0.333004
13-1-2019	0.328662
14-1-2019	0.318354
15-1-2019	0.333912
16-1-2019	0.326946

17-1-2019 	0.3207
18-1-2019 	0.3109
